id,label
largest private house in Manhattan,largest private house in Manhattan
law enforcement,law enforcement
law firms,law firms
lawkrauss,lawkrauss
lawyer,lawyer
"lawyer's office, science foundation, and residence","lawyer's office, science foundation, and residence"
lawyers,lawyers
lawyers representing Epstein's victims,lawyers representing Epstein's victims
lawyers should keep with lawyers,lawyers should keep with lawyers
"lebensraum in Australia, Venezuela, and Brazil","lebensraum in Australia, Venezuela, and Brazil"
legal authority,legal authority
legal communication,legal communication
legal deposition,legal deposition
legal document analysis,legal document analysis
legal document unsealing timeline and press coverage,legal document unsealing timeline and press coverage
legal exposure principle,legal exposure principle
legal news article,legal news article
legal petition to prosecutors,legal petition to prosecutors
legal proceedings,legal proceedings
legal proceedings and witness handling,legal proceedings and witness handling
legal professionals and commentators,legal professionals and commentators
legal questions in discovery,legal questions in discovery
legal representation,legal representation
legal response letter,legal response letter
legal review,legal review
lengthy prison sentence,lengthy prison sentence
level 3 sex offender,level 3 sex offender
level one sex offender,level one sex offender
level three sex offender,level three sex offender
library,library
lie-detector test,lie-detector test
lifelong sex offender,lifelong sex offender
lifetime sex offender,lifetime sex offender
literary/film analysis,literary/film analysis
live:linkspirit,live:linkspirit
local jurisdiction,local jurisdiction
local massage workers identified as Jane Doe 1 and Jane Doe 2 (HOUSE_OVERSIGHT_022670) (HOUSE_OVERSIGHT_022670),local massage workers identified as Jane Doe 1 and Jane Doe 2 (HOUSE_OVERSIGHT_022670) (HOUSE_OVERSIGHT_022670)
local police,local police
local prosecutor,local prosecutor
"local restaurants, strip clubs, and Mar-a-Lago","local restaurants, strip clubs, and Mar-a-Lago"
lunch with Terje Larson,lunch with Terje Larson
luring minor children through MC2 modeling agency,luring minor children through MC2 modeling agency
luxury real estate market conditions,luxury real estate market conditions
major city centers outside New York,major city centers outside New York
major points for economist event presentation,major points for economist event presentation
male associates,male associates
manuscript content,manuscript content
manuscript language,manuscript language
market compliance and regulation,market compliance and regulation
mass execution of elderly and infirm as population policy,mass execution of elderly and infirm as population policy
massage appointments,massage appointments
massage arrangements with minors,massage arrangements with minors
massage parlor girls,massage parlor girls
massage providers,massage providers
massage service providers,massage service providers
massage service workers,massage service workers
massage services,massage services
massage services from underage women,massage services from underage women
massage therapist narrator,massage therapist narrator
massage therapy courses,massage therapy courses
masseuses,masseuses
math and physics teacher at Dalton School,math and physics teacher at Dalton School
math teacher,math teacher
mathematical and abstract problem-solving,mathematical and abstract problem-solving
mathematical finance experts (quants),mathematical finance experts (quants)
mathematical paradox,mathematical paradox
mathematician candidates for television production,mathematician candidates for television production
mathematics and physics,mathematics and physics
mathematics prodigy and financial titan,mathematics prodigy and financial titan
mathematics teacher,mathematics teacher
media,media
media appearance and activities,media appearance and activities
media article,media article
media company structure,media company structure
media content,media content
media coverage,media coverage
media coverage and press strategy,media coverage and press strategy
media inquiries and reporter contact,media inquiries and reporter contact
media inquiry,media inquiry
media interview,media interview
media interview opportunity,media interview opportunity
media narrative about Trump presidency,media narrative about Trump presidency
media outlets,media outlets
media portrayal and reputation,media portrayal and reputation
media/public,media/public
medical checkups and prescribed tests,medical checkups and prescribed tests
medical team appointment,medical team appointment
meet with recipient later in day,meet with recipient later in day
meeting at private residence with no media,meeting at private residence with no media
meeting coordination,meeting coordination
meeting location,meeting location
meeting opportunity,meeting opportunity
